"Number.of.Vehicles","Accident.Date","Time..24hr.","X1st.Road.Class","Road.Surface","Lighting.Conditions","Daylight.Dark","Weather.Conditions","Type.of.Vehicle","Casualty.Class","Casualty.Severity","Sex.of.Casualty","Age.of.Casualty"
"1704",2,2014-05-28,"10:14",3,2,1,"Daylight",2,2,1,3,1,25
"1705",3,2014-05-29,"16:00",4,2,1,"Daylight",1,9,1,3,2,69
"1706",2,2014-05-31,"13:35",6,1,1,"Daylight",1,9,1,3,1,27
"1707",1,2014-06-01,"10:15",4,1,1,"Daylight",1,9,1,3,1,76
"1708",1,2014-06-01,"10:15",4,1,1,"Daylight",1,9,2,2,2,68
"1709",2,2014-06-01,"11:30",3,1,1,"Daylight",1,5,1,3,1,49
"1710",2,2014-06-01,"14:35",6,1,1,"Daylight",1,2,1,3,1,16
"1711",1,2014-06-01,"14:51",1,1,1,"Daylight",1,9,1,3,1,24
"1712",1,2014-06-01,"14:51",1,1,1,"Daylight",1,9,2,3,1,38
"1713",1,2014-06-01,"14:51",1,1,1,"Daylight",1,9,2,3,2,11
"1714",1,2014-06-01,"14:51",1,1,1,"Daylight",1,9,2,3,2,9
"1715",1,2014-06-01,"14:51",1,1,1,"Daylight",1,9,2,3,2,12
"1716",2,2014-06-01,"19:00",3,1,1,"Daylight",1,9,1,3,2,58
"1717",1,2014-06-02,"09:31",6,1,1,"Daylight",1,9,3,2,1,41
"1718",1,2014-06-03,"09:00",3,1,1,"Daylight",1,9,3,3,2,60
"1719",3,2014-06-03,"15:50",3,1,1,"Daylight",1,9,1,3,2,47
"1720",2,2014-06-04,"16:29",3,2,1,"Daylight",1,9,1,3,1,49
"1721",2,2014-06-08,"16:50",3,1,1,"Daylight",1,9,1,3,1,55
"1723",1,2014-06-11,"23:05",1,1,4,"Dark",1,9,1,2,1,27
"1724",1,2014-06-13,"01:10",3,1,4,"Dark",1,9,2,2,1,18
"1725",1,2014-06-13,"01:10",3,1,4,"Dark",1,9,1,1,1,21
"1726",1,2014-06-13,"01:10",3,1,4,"Dark",1,9,2,2,1,24
"1727",1,2014-06-13,"01:10",3,1,4,"Dark",1,9,2,2,1,18
"1728",2,2014-06-14,"12:58",3,1,1,"Daylight",1,9,3,2,1,32
"1729",1,2014-06-14,"18:12",3,1,1,"Daylight",1,9,2,3,1,17
"1730",1,2014-06-14,"18:12",3,1,1,"Daylight",1,9,2,3,1,17
"1731",1,2014-06-14,"18:12",3,1,1,"Daylight",1,9,2,3,1,17
"1732",1,2014-06-14,"18:12",3,1,1,"Daylight",1,9,1,3,1,17
"1733",2,2014-06-15,"07:00",3,1,1,"Daylight",1,9,2,3,2,87
"1734",1,2014-06-16,"19:46",6,1,1,"Daylight",1,9,3,2,2,8
"1735",3,2014-06-16,"08:05",1,1,1,"Daylight",1,9,1,3,2,43
"1736",3,2014-06-16,"08:05",1,1,1,"Daylight",1,9,2,3,2,22
"1737",3,2014-06-16,"08:05",1,1,1,"Daylight",1,9,2,3,1,23
"1738",3,2014-06-16,"08:05",1,1,1,"Daylight",1,19,1,3,1,23
"1739",1,2014-06-17,"17:31",6,1,1,"Daylight",1,9,3,2,2,57
"1740",2,2014-06-17,"17:55",3,1,1,"Daylight",1,1,1,3,1,32
"1741",3,2014-06-18,"16:10",6,1,1,"Daylight",1,9,1,3,1,20
"1742",1,2014-06-18,"16:32",3,1,1,"Daylight",1,9,3,3,1,44
"1743",2,2014-06-18,"18:14",4,1,1,"Daylight",1,9,1,2,2,18
"1744",2,2014-06-18,"18:14",4,1,1,"Daylight",1,9,1,3,1,23
"1745",2,2014-06-18,"18:14",4,1,1,"Daylight",1,9,2,3,2,22
"1746",2,2014-06-20,"12:00",3,1,1,"Daylight",1,9,1,2,1,37
"1747",1,2014-06-20,"15:30",3,1,1,"Daylight",1,1,1,2,1,54
"1748",2,2014-06-22,"10:00",3,1,1,"Daylight",1,1,1,3,1,33
"1749",2,2014-06-23,"16:23",3,1,1,"Daylight",1,5,1,3,1,40
"1750",2,2014-06-24,"22:10",3,1,4,"Dark",1,9,1,3,2,28
"1751",2,2014-06-24,"22:10",3,1,4,"Dark",1,9,1,3,1,18
"1752",2,2014-06-25,"08:38",3,1,1,"Daylight",1,9,1,3,2,67
"1753",1,2014-06-25,"12:08",3,1,1,"Daylight",1,9,3,2,2,84
"1754",2,2014-06-25,"12:40",3,1,1,"Daylight",1,5,1,2,1,54
"1755",2,2014-06-28,"09:50",3,1,1,"Daylight",1,1,1,3,1,55
"1756",2,2014-06-28,"08:30",3,2,1,"Daylight",2,9,2,3,2,37
"1757",2,2014-06-29,"14:37",4,1,1,"Daylight",1,2,1,3,1,17
"1758",1,2014-06-30,"13:05",6,1,1,"Daylight",1,9,3,2,2,63
"1759",2,2014-07-02,"17:45",6,1,1,"Daylight",1,9,1,3,2,36
"1760",2,2014-07-03,"17:00",6,1,1,"Daylight",1,9,2,3,2,37
"1761",2,2014-07-03,"17:00",6,1,1,"Daylight",1,9,2,3,2,45
"1762",2,2014-07-03,"17:00",6,1,1,"Daylight",1,9,1,3,1,51
"1763",1,2014-07-03,"20:10",6,1,1,"Daylight",1,9,3,3,2,16
"1764",2,2014-07-03,"23:16",6,1,1,"Daylight",1,9,1,3,1,22
"1765",2,2014-07-03,"23:16",6,1,1,"Daylight",1,9,2,3,1,28
"1766",3,2014-07-04,"16:15",1,2,1,"Daylight",2,9,2,2,2,51
"1767",3,2014-07-04,"16:15",1,2,1,"Daylight",2,9,1,2,1,42
"1768",3,2014-07-04,"16:15",1,2,1,"Daylight",2,9,2,3,2,30
"1769",3,2014-07-04,"16:15",1,2,1,"Daylight",2,9,2,3,1,5
"1770",3,2014-07-04,"16:15",1,2,1,"Daylight",2,9,2,3,1,3
"1771",1,2014-07-04,"20:00",3,2,1,"Daylight",2,9,1,3,2,26
"1772",2,2014-07-06,"07:50",3,1,1,"Daylight",1,1,1,3,1,36
"1773",1,2014-07-06,"14:30",6,1,1,"Daylight",1,1,1,2,1,66
"1774",1,2014-07-06,"18:00",6,1,1,"Daylight",1,9,3,3,2,35
"1775",1,2014-07-06,"21:25",3,1,1,"Daylight",1,1,1,3,1,44
"1776",2,2014-07-07,"18:05",3,1,1,"Daylight",1,9,1,3,1,59
"1777",1,2014-07-08,"16:40",6,1,1,"Daylight",1,9,3,2,1,17
"1778",1,2014-07-09,"15:00",3,1,1,"Daylight",1,9,3,3,1,14
"1779",2,2014-07-10,"09:45",3,1,1,"Daylight",1,9,2,3,2,83
"1780",2,2014-07-16,"07:38",3,1,1,"Daylight",1,1,1,2,2,51
"1781",1,2014-07-18,"03:52",1,1,4,"Dark",1,9,2,3,2,40
"1782",1,2014-07-18,"03:52",1,1,4,"Dark",1,9,1,2,2,46
"1783",5,2014-07-18,"21:20",3,1,1,"Daylight",1,9,1,3,1,24
"1784",1,2014-07-19,"13:30",3,2,1,"Daylight",2,1,1,3,1,23
"1785",1,2014-07-19,"17:15",6,2,1,"Daylight",1,9,3,3,1,51
"1786",2,2014-07-19,"19:05",6,1,1,"Daylight",1,9,1,3,2,58
"1787",1,2014-07-19,"19:15",6,1,1,"Daylight",1,11,3,2,1,8
"1788",1,2014-07-19,"20:00",3,2,1,"Daylight",1,9,1,3,1,27
"1789",2,2014-07-20,"17:15",6,1,1,"Daylight",1,9,3,3,1,3
"1790",2,2014-07-22,"22:45",3,1,1,"Daylight",1,9,3,3,1,49
"1791",2,2014-07-22,"22:45",3,1,1,"Daylight",1,9,1,3,2,63
"1792",3,2014-07-22,"16:15",3,1,1,"Daylight",1,9,1,3,1,47
"1793",3,2014-07-22,"16:15",3,1,1,"Daylight",1,9,1,3,1,19
"1794",3,2014-07-22,"16:15",3,1,1,"Daylight",1,9,2,3,2,19
"1795",1,2014-07-23,"19:42",3,1,1,"Daylight",1,9,1,3,2,70
"1796",1,2014-07-23,"15:00",6,1,1,"Daylight",1,9,3,3,1,13
"1797",1,2014-07-26,"11:00",3,1,1,"Daylight",1,20,3,3,1,89
"1798",2,2014-07-26,"09:30",6,1,1,"Daylight",1,9,1,3,1,29
"1799",2,2014-07-26,"09:30",6,1,1,"Daylight",1,9,2,3,1,29
"1800",2,2014-07-27,"15:05",3,1,1,"Daylight",1,1,1,3,1,41
"1801",2,2014-07-28,"07:30",6,1,1,"Daylight",1,19,1,3,1,29
"1802",2,2014-07-29,"18:00",6,1,1,"Daylight",1,9,1,3,1,69
"1803",2,2014-07-30,"19:13",6,1,1,"Daylight",1,1,1,3,1,46
"1804",1,2014-08-02,"14:14",4,2,1,"Daylight",1,5,1,3,1,44
"1805",1,2014-08-02,"14:14",4,2,1,"Daylight",1,5,2,3,2,43
"1806",1,2014-08-02,"14:53",3,1,1,"Daylight",1,9,1,3,1,37
"1807",1,2014-08-02,"14:53",3,1,1,"Daylight",1,9,2,3,2,34
"1808",1,2014-08-03,"17:40",6,1,1,"Daylight",1,9,3,3,1,8
"1809",3,2014-08-03,"18:23",3,1,1,"Daylight",1,1,1,2,2,28
"1810",2,2014-08-06,"10:50",3,2,1,"Daylight",2,9,2,3,1,6
"1811",2,2014-08-06,"17:25",3,1,1,"Daylight",1,1,1,3,1,47
"1812",1,2014-08-06,"19:51",6,1,1,"Daylight",1,9,3,2,1,4
"1813",1,2014-08-07,"04:15",3,1,4,"Dark",1,9,3,3,1,15
"1814",2,2014-08-08,"21:36",6,1,4,"Dark",1,2,1,3,1,17
"1815",1,2014-08-09,"12:30",3,1,1,"Daylight",1,9,3,3,2,1
"1816",1,2014-08-09,"20:50",6,1,1,"Daylight",1,9,1,3,1,31
"1817",1,2014-08-09,"20:50",6,1,1,"Daylight",1,9,2,2,2,30
"1818",2,2014-08-09,"22:50",3,1,4,"Dark",1,8,2,3,2,15
"1819",2,2014-08-09,"22:50",3,1,4,"Dark",1,3,1,2,1,46
"1820",2,2014-08-09,"22:50",3,1,4,"Dark",1,8,2,3,2,16
"1821",2,2014-08-10,"11:30",3,2,1,"Daylight",1,9,1,3,2,41
"1822",2,2014-08-11,"11:00",6,1,1,"Daylight",1,9,1,3,2,54
"1823",2,2014-08-11,"16:05",6,1,1,"Daylight",1,1,1,3,1,15
"1824",1,2014-08-11,"22:08",4,2,4,"Dark",2,2,1,2,1,60
"1825",2,2014-08-12,"21:58",6,2,4,"Dark",1,9,1,3,1,21
"1826",2,2014-08-12,"21:58",6,2,4,"Dark",1,9,2,3,1,30
"1827",2,2014-08-12,"21:58",6,2,4,"Dark",1,9,1,3,1,25
"1828",2,2014-08-15,"16:07",3,1,1,"Daylight",1,9,1,3,1,38
"1829",2,2014-08-15,"16:07",3,1,1,"Daylight",1,9,2,3,1,15
"1830",3,2014-08-16,"13:15",4,1,1,"Daylight",1,19,1,3,1,48
"1831",2,2014-08-17,"12:00",3,1,1,"Daylight",1,1,1,3,1,82
"1832",2,2014-08-15,"12:00",6,2,1,"Daylight",2,90,1,3,1,51
"1833",2,2014-08-19,"07:00",3,1,1,"Daylight",1,9,1,3,1,39
"1834",2,2014-08-22,"11:05",6,1,1,"Daylight",1,9,1,3,2,26
"1835",2,2014-08-22,"15:15",3,2,1,"Daylight",2,1,1,3,1,49
"1836",2,2014-08-22,"08:00",3,1,1,"Daylight",1,3,1,3,1,31
"1837",2,2014-08-24,"18:05",3,1,1,"Daylight",1,1,1,2,1,39
"1838",1,2014-08-25,"07:35",3,2,1,"Daylight",2,9,1,2,1,34
"1839",1,2014-08-26,"13:30",4,1,1,"Daylight",1,9,3,3,2,33
"1840",2,2014-08-27,"12:29",6,1,1,"Daylight",1,9,2,3,2,25
"1841",1,2014-08-28,"08:00",3,1,1,"Daylight",2,9,1,3,2,29
"1842",1,2014-08-28,"08:00",3,1,1,"Daylight",2,9,2,3,2,24
"1843",2,2014-08-31,"17:40",6,1,1,"Daylight",1,9,2,3,2,21
"1844",2,2014-08-31,"17:40",6,1,1,"Daylight",1,9,2,3,2,13
"1845",2,2014-09-01,"21:00",6,1,4,"Dark",1,9,1,3,2,25
"1846",2,2014-09-02,"10:00",6,1,1,"Daylight",1,19,1,3,2,53
"1847",1,2014-09-03,"11:30",6,1,1,"Daylight",1,9,1,3,1,54
"1848",2,2014-09-04,"20:52",6,1,4,"Dark",1,9,1,3,2,42
"1849",1,2014-09-05,"04:15",3,1,4,"Dark",1,9,3,3,1,19
"1850",3,2014-09-08,"14:05",6,1,1,"Daylight",1,90,1,3,2,66
"1851",1,2014-09-08,"08:40",6,1,1,"Daylight",1,9,3,3,2,53
"1852",2,2014-09-08,"16:10",3,1,1,"Daylight",1,9,1,3,2,55
"1853",2,2014-09-08,"19:24",6,1,1,"Daylight",1,1,1,2,1,45
"1854",3,2014-09-09,"08:20",6,1,1,"Daylight",1,9,2,3,1,6
"1855",1,2014-09-10,"15:37",3,1,1,"Daylight",1,9,3,3,1,10
"1856",2,2014-09-11,"15:35",6,1,1,"Daylight",1,9,2,3,2,12
"1857",2,2014-09-11,"15:35",6,1,1,"Daylight",1,9,2,3,2,11
"1858",3,2014-09-11,"23:50",6,1,4,"Dark",1,9,1,3,1,25
"1859",2,2014-09-12,"08:20",3,1,1,"Daylight",1,9,2,3,2,38
"1860",2,2014-09-14,"03:08",6,1,4,"Dark",1,8,2,3,1,43
"1861",2,2014-09-14,"03:08",6,1,4,"Dark",1,8,2,2,2,40
"1862",2,2014-09-14,"03:08",6,1,4,"Dark",1,8,1,2,1,54
"1863",3,2014-09-14,"19:40",6,1,4,"Dark",1,9,3,3,1,78
"1864",1,2014-09-15,"09:48",3,2,1,"Daylight",1,9,1,3,1,24
"1865",1,2014-09-16,"09:27",3,1,1,"Daylight",1,11,3,2,2,45
"1866",2,2014-09-16,"19:34",6,1,1,"Daylight",1,9,1,3,2,40
"1867",2,2014-09-16,"19:34",6,1,1,"Daylight",1,9,2,3,2,9
"1868",1,2014-09-18,"09:10",6,1,1,"Daylight",1,9,3,3,1,36
"1869",2,2014-09-19,"21:10",3,2,4,"Dark",3,3,1,2,1,26
"1870",2,2014-09-21,"09:59",3,1,1,"Daylight",1,1,1,3,1,54
"1871",1,2014-09-23,"16:50",6,1,1,"Daylight",1,9,2,3,1,6
"1872",2,2014-09-24,"18:00",4,1,1,"Daylight",1,1,1,3,1,21
"1873",2,2014-09-26,"14:00",6,1,1,"Daylight",1,9,2,3,1,52
"1874",2,2014-09-26,"14:00",6,1,1,"Daylight",1,9,1,2,1,79
"1875",2,2014-09-26,"14:00",6,1,1,"Daylight",1,9,2,2,2,78
"1876",2,2014-09-26,"14:00",6,1,1,"Daylight",1,9,1,3,1,51
"1877",2,2014-09-26,"15:35",6,1,1,"Daylight",1,9,3,3,1,11
"1878",2,2014-09-26,"15:45",3,1,1,"Daylight",1,9,1,3,2,29
"1879",1,2014-09-26,"17:10",6,1,1,"Daylight",1,9,3,2,1,2
"1880",2,2014-09-28,"20:12",3,1,4,"Dark",1,9,1,3,1,66
"1881",2,2014-09-29,"06:29",6,1,4,"Dark",1,1,1,2,1,48
"1882",7,2014-09-30,"13:46",1,1,1,"Daylight",1,9,2,3,1,60
"1883",7,2014-09-30,"13:46",1,1,1,"Daylight",1,9,1,3,1,28
"1884",7,2014-09-30,"13:46",1,1,1,"Daylight",1,9,1,3,1,20
"1885",7,2014-09-30,"13:46",1,1,1,"Daylight",1,9,1,3,1,64
"1886",7,2014-09-30,"13:46",1,1,1,"Daylight",1,21,1,3,1,42
"1887",7,2014-09-30,"13:46",1,1,1,"Daylight",1,9,1,3,1,39
"1888",7,2014-09-30,"13:46",1,1,1,"Daylight",1,9,1,3,1,19
"1889",7,2014-09-30,"13:46",1,1,1,"Daylight",1,9,2,3,1,24
"1890",7,2014-09-30,"13:46",1,1,1,"Daylight",1,9,2,3,1,41
"1891",7,2014-09-30,"13:46",1,1,1,"Daylight",1,9,2,3,1,17
"1892",1,2014-10-04,"12:05",6,2,1,"Daylight",1,9,3,3,2,57
"1893",2,2014-09-30,"14:13",3,1,1,"Daylight",1,1,1,3,1,35
"1894",2,2014-09-30,"18:05",3,1,1,"Daylight",1,1,1,2,1,57
"1895",2,2014-10-01,"12:14",3,1,1,"Daylight",1,19,1,2,1,43
"1896",2,2014-10-02,"07:20",3,1,1,"Daylight",1,5,2,3,1,25
"1897",2,2014-10-02,"07:20",3,1,1,"Daylight",1,5,1,2,1,22
"1898",2,2014-10-02,"08:38",6,1,1,"Daylight",1,1,1,3,1,12
"1899",1,2014-10-03,"08:10",6,1,1,"Daylight",1,9,3,3,1,43
"1900",1,2014-10-06,"15:25",6,2,1,"Daylight",2,9,3,3,2,10
"1901",3,2014-10-07,"07:07",6,2,1,"Daylight",7,9,1,3,1,17
"1902",3,2014-10-07,"07:07",6,2,1,"Daylight",7,9,1,3,2,62
"1903",2,2014-10-07,"07:07",3,2,1,"Daylight",7,4,1,3,1,41
"1904",2,2014-10-07,"16:40",6,2,1,"Daylight",2,9,1,3,2,43
"1905",3,2014-10-09,"23:35",3,2,1,"Daylight",2,9,1,3,1,63
"1906",1,2014-10-09,"18:05",6,1,1,"Daylight",1,9,3,3,1,6
"1907",1,2014-10-09,"21:00",3,2,6,"",5,9,1,3,1,41
"1908",2,2014-10-10,"09:10",6,1,1,"Daylight",1,9,1,3,2,32
"1909",2,2014-10-11,"23:45",6,2,4,"Dark",1,9,2,3,2,30
"1910",1,2014-10-14,"08:20",3,1,1,"Daylight",1,11,3,2,2,12
"1911",1,2014-10-14,"16:50",6,2,1,"Daylight",1,9,3,3,2,11
"1912",2,2014-10-16,"06:40",4,2,4,"Dark",1,9,1,3,1,41
"1913",1,2014-10-17,"08:55",4,1,1,"Daylight",1,9,3,3,1,33
"1914",2,2014-10-17,"11:12",3,1,1,"Daylight",1,5,1,3,1,21
"1915",2,2014-10-17,"16:12",6,1,1,"Daylight",1,9,1,3,1,23
"1916",1,2014-10-18,"02:43",3,2,4,"Dark",2,9,2,3,2,14
"1917",1,2014-10-18,"02:43",3,2,4,"Dark",2,9,2,3,2,16
"1918",1,2014-10-18,"17:50",6,1,1,"Daylight",1,9,3,2,2,4
"1919",1,2014-10-18,"18:04",3,1,4,"Dark",1,9,3,2,2,8
"1920",2,2014-10-19,"12:45",3,1,1,"Daylight",1,1,1,3,1,23
"1921",1,2014-10-20,"07:02",3,2,1,"Daylight",1,9,1,3,2,21
"1922",2,2014-10-21,"16:23",6,2,1,"Daylight",5,3,1,3,1,18
"1923",2,2014-10-22,"15:00",6,1,1,"Daylight",1,9,1,3,1,27
"1924",3,2014-10-23,"19:35",6,2,4,"Dark",1,9,3,1,1,63
"1925",2,2014-10-23,"21:50",3,1,7,"Dark",1,1,1,3,1,25
"1926",2,2014-10-24,"18:50",6,1,4,"Dark",1,9,1,3,1,33
"1927",2,2014-10-24,"20:20",3,2,4,"Dark",1,9,1,3,2,49
"1928",2,2014-10-24,"20:20",3,2,4,"Dark",1,9,2,3,2,62
"1929",2,2014-10-25,"22:55",3,1,4,"Dark",1,9,1,3,2,56
"1930",2,2014-10-25,"22:55",3,1,4,"Dark",1,9,1,3,1,23
"1931",1,2014-10-26,"04:54",6,2,4,"Dark",1,9,1,2,1,22
"1932",2,2014-10-27,"21:40",3,1,4,"Dark",1,2,1,2,1,17
"1933",2,2014-10-29,"20:02",3,2,4,"Dark",1,9,1,3,1,31
"1934",2,2014-10-29,"20:02",3,2,4,"Dark",1,9,2,3,1,41
"1935",2,2014-10-29,"20:02",3,2,4,"Dark",1,9,2,3,1,34
"1936",2,2014-10-29,"20:02",3,2,4,"Dark",1,9,1,3,1,72
"1937",2,2014-11-02,"14:00",3,1,1,"Daylight",1,1,1,3,1,49
"1938",1,2014-11-03,"07:25",6,2,1,"Daylight",1,19,2,2,1,53
"1939",1,2014-11-03,"07:25",6,2,1,"Daylight",1,19,2,3,1,25
"1940",1,2014-11-03,"07:25",6,2,1,"Daylight",1,19,1,3,1,48
"1941",1,2014-11-03,"15:30",3,1,1,"Daylight",1,9,3,3,2,57
"1942",2,2014-11-03,"07:00",1,1,1,"Daylight",1,9,1,3,1,19
"1943",2,2014-11-03,"23:15",3,2,7,"Dark",1,9,2,3,2,21
"1944",2,2014-11-04,"13:45",6,1,1,"Daylight",1,9,1,3,2,37
"1945",2,2014-11-04,"10:31",3,1,1,"Daylight",1,9,2,3,2,60
"1946",2,2014-11-04,"17:30",3,1,4,"Dark",1,3,1,3,1,18
"1947",1,2014-11-05,"11:15",3,1,1,"Daylight",1,9,1,2,2,21
"1948",1,2014-11-05,"11:15",3,1,1,"Daylight",1,9,2,3,1,22
"1949",1,2014-11-05,"17:45",3,1,4,"Dark",1,1,1,3,1,40
"1950",2,2014-11-05,"21:00",6,1,1,"Daylight",1,2,1,3,2,33
"1951",1,2014-11-06,"15:40",6,1,1,"Daylight",1,9,3,3,2,11
"1952",2,2014-11-07,"08:00",6,2,1,"Daylight",2,9,1,3,1,19
"1953",2,2014-11-07,"08:00",6,2,1,"Daylight",2,9,1,3,1,58
"1954",2,2014-11-07,"08:00",6,2,1,"Daylight",2,9,2,3,1,14
"1955",2,2014-11-07,"20:40",6,2,4,"Dark",1,9,1,3,2,37
"1956",2,2014-11-08,"14:30",6,2,1,"Daylight",1,2,1,3,1,18
"1957",1,2014-10-07,"13:35",6,1,1,"Daylight",1,9,3,3,1,67
"1958",1,2014-11-09,"17:40",6,1,4,"Dark",1,9,3,3,1,46
"1959",2,2014-11-09,"18:40",3,2,4,"Dark",1,9,2,3,1,7
"1960",2,2014-11-09,"18:40",3,2,4,"Dark",1,9,2,3,2,21
"1961",2,2014-11-09,"18:40",3,2,4,"Dark",1,9,2,3,2,2
"1962",2,2014-11-09,"18:40",3,2,4,"Dark",1,9,2,3,2,32
"1963",2,2014-11-09,"18:40",3,2,4,"Dark",1,9,1,3,1,42
"1964",2,2014-11-09,"18:40",3,2,4,"Dark",1,9,2,3,2,20
"1965",2,2014-11-09,"18:40",3,2,4,"Dark",1,9,2,2,1,11
"1966",2,2014-11-10,"13:00",3,1,1,"Daylight",1,9,1,3,2,43
"1967",2,2014-11-10,"16:40",3,2,4,"Dark",2,9,1,3,2,31
"1968",2,2014-11-11,"18:40",6,1,1,"Daylight",1,9,1,3,1,48
"1969",2,2014-11-11,"18:40",6,1,1,"Daylight",1,9,2,3,1,17
"1970",2,2014-11-13,"07:30",3,2,1,"Daylight",1,5,1,3,2,43
"1971",2,2014-11-13,"16:30",6,1,1,"Daylight",1,1,1,3,1,27
"1972",2,2014-11-14,"17:00",1,2,7,"Dark",1,9,1,3,2,22
"1973",2,2014-11-17,"12:05",3,1,1,"Daylight",1,9,2,3,2,36
"1974",2,2014-11-17,"12:05",3,1,1,"Daylight",1,9,1,3,1,78
"1975",2,2014-11-17,"13:09",6,1,1,"Daylight",1,9,1,3,1,77
"1976",2,2014-11-17,"13:09",6,1,1,"Daylight",1,9,2,3,2,70
"1977",4,2014-11-17,"17:45",3,2,4,"Dark",1,9,1,3,1,21
"1978",1,2014-11-18,"14:45",6,2,1,"Daylight",1,9,1,3,2,30
"1979",2,2014-11-19,"07:00",6,2,4,"Dark",1,8,2,3,1,28
"1980",2,2014-11-19,"07:00",6,2,4,"Dark",1,9,2,3,2,24
"1981",2,2014-11-19,"07:00",6,2,4,"Dark",1,8,2,3,2,26
"1982",2,2014-11-19,"07:40",6,2,1,"Daylight",2,3,1,2,1,18
"1983",2,2014-11-21,"13:39",6,1,1,"Daylight",1,9,1,3,1,34
"1984",2,2014-11-21,"17:50",3,2,4,"Dark",2,5,1,3,1,22
"1985",1,2014-11-23,"06:40",3,2,6,"",1,9,2,3,1,19
"1986",1,2014-11-23,"06:40",3,2,6,"",1,9,1,3,1,18
"1987",2,2014-11-23,"14:04",6,1,1,"Daylight",1,9,1,2,1,20
"1988",1,2014-11-24,"15:30",3,1,1,"Daylight",1,9,3,3,1,30
"1989",2,2014-11-24,"16:55",6,2,4,"Dark",9,4,1,3,1,34
"1990",2,2014-11-25,"16:30",3,1,4,"Dark",1,9,1,3,2,20
"1991",2,2014-11-25,"16:30",3,1,4,"Dark",1,9,1,3,1,22
"1992",1,2014-11-26,"12:48",6,1,1,"Daylight",1,19,3,3,1,89
"1993",1,2014-11-26,"12:48",6,1,1,"Daylight",1,19,3,3,2,90
"1994",1,2014-11-27,"06:40",6,2,4,"Dark",7,9,3,2,2,19
"1995",2,2014-11-28,"10:24",1,2,1,"Daylight",7,9,2,3,2,26
"1996",2,2014-11-28,"10:24",1,2,1,"Daylight",7,9,2,3,2,23
"1997",2,2014-11-28,"10:24",1,2,1,"Daylight",7,9,2,3,1,48
"1998",2,2014-11-28,"10:24",1,2,1,"Daylight",7,9,1,3,1,42
"1999",2,2014-11-28,"10:24",1,2,1,"Daylight",7,19,1,3,1,55
"2000",2,2014-11-28,"15:50",6,2,1,"Daylight",7,9,1,3,2,55
"2001",2,2014-11-28,"15:45",6,2,1,"Daylight",7,8,1,3,1,59
"2002",2,2014-11-28,"16:30",6,2,4,"Dark",2,9,2,3,2,42
"2003",2,2014-11-28,"16:30",6,2,4,"Dark",2,9,2,3,2,20
"2004",2,2014-11-28,"16:30",6,2,4,"Dark",2,9,2,3,1,18
"2005",2,2014-11-30,"08:50",3,1,1,"Daylight",1,9,1,3,2,78
"2006",2,2014-11-30,"08:50",3,1,1,"Daylight",1,9,1,3,2,59
"2007",1,2014-11-01,"13:20",3,2,1,"Daylight",1,5,1,2,1,34
"2008",2,2014-12-02,"08:55",6,1,1,"Daylight",1,5,1,3,1,38
"2009",1,2014-12-03,"11:05",6,1,1,"Daylight",1,21,3,3,2,60
"2010",1,2014-12-03,"12:05",6,1,1,"Daylight",1,11,3,2,2,67
"2011",1,2014-12-03,"16:50",6,2,4,"Dark",1,9,3,2,1,79
"2012",1,2014-12-05,"08:50",6,1,1,"Daylight",1,9,3,3,2,38
"2013",6,2014-12-08,"13:32",3,2,1,"Daylight",1,9,1,3,1,75
"2014",6,2014-12-08,"13:32",3,2,1,"Daylight",1,9,2,3,1,75
"2015",1,2014-12-08,"17:00",6,2,4,"Dark",1,9,3,2,1,20
"2016",2,2014-12-08,"19:27",3,2,4,"Dark",1,5,1,2,1,25
"2017",3,2014-12-09,"19:45",6,2,4,"Dark",5,20,1,2,2,32
"2018",2,2014-12-05,"19:30",3,2,4,"Dark",5,1,1,2,1,44
"2019",1,2014-12-11,"22:45",1,3,4,"Dark",2,9,1,3,2,29
"2020",2,2014-12-11,"23:11",3,2,4,"Dark",2,9,1,3,1,46
"2021",2,2014-12-11,"23:11",3,2,4,"Dark",2,9,1,3,2,29
"2022",1,2014-12-12,"13:19",3,2,1,"Daylight",2,4,3,2,2,80
"2023",1,2014-12-12,"13:19",3,2,1,"Daylight",2,4,2,3,2,41
"2024",2,2014-12-14,"08:00",6,2,1,"Daylight",2,9,1,3,2,28
"2025",1,2014-12-16,"14:13",3,1,1,"Daylight",1,19,3,2,1,58
"2026",2,2014-12-16,"16:53",6,2,4,"Dark",1,1,1,2,1,36
"2027",2,2014-12-16,"21:05",1,2,4,"Dark",5,9,1,3,1,19
"2028",2,2014-12-16,"21:05",1,2,4,"Dark",5,9,1,3,1,44
"2029",2,2014-12-16,"21:05",1,2,4,"Dark",5,9,2,3,2,32
"2030",2,2014-12-16,"21:05",1,2,4,"Dark",5,9,2,3,2,19
"2031",2,2014-12-17,"06:50",6,2,4,"Dark",2,3,1,3,1,24
"2032",2,2014-12-17,"08:00",3,2,4,"Dark",2,3,1,3,1,22
"2033",2,2014-12-17,"15:55",6,2,5,"Dark",2,3,1,3,1,31
"2034",2,2014-12-18,"13:45",3,2,1,"Daylight",2,9,1,3,2,57
"2035",2,2014-12-18,"13:45",3,2,1,"Daylight",2,9,1,3,2,24
"2036",2,2014-12-18,"20:30",1,5,4,"Dark",5,9,1,3,2,23
